transaction_id,customer_id,merchant_id,amount,transaction_date,is_fraud,is_refund
108,1614,104,4447.04,07-11-2024,0,0
109,4471,62,1234.55,25-01-2024,0,0
110,2101,71,1285.68,05-01-2025,0,1
111,809,82,862.72,08-06-2025,0,0
112,4612,77,2926.95,14-11-2024,0,1
113,514,188,3184.87,17-08-2024,0,0
114,2339,101,1618.83,11-04-2024,0,0
115,4581,200,7165.15,25-03-2025,0,0
116,1897,91,1414.96,12-01-2025,0,0
117,2701,20,1534.91,21-07-2024,0,0
118,1139,120,9142.96,23-09-2024,0,0
119,124,64,2857.94,06-04-2025,0,0
120,1903,127,2164.81,30-12-2024,0,1
121,1627,98,3707.13,13-04-2024,0,0
122,1585,68,3225.47,20-04-2024,0,0
123,3459,177,965.97,03-03-2025,0,0
124,4369,86,3960.76,13-04-2025,0,0
125,4761,26,1978.87,03-08-2025,0,0
126,1406,180,2369.14,10-11-2025,0,0
127,3294,61,906.71,14-07-2025,0,0
128,2039,9,982.35,06-09-2024,0,0
129,1245,5,2503.12,26-04-2025,0,0
130,199,158,1853.89,26-11-2024,0,0
131,4083,4,2316.27,09-08-2025,0,0
132,2131,159,965.49,19-07-2024,0,0
133,3285,14,3219.71,29-03-2025,0,0
134,1331,25,3566.47,18-05-2025,0,0
135,3797,113,942.02,29-06-2025,0,0
136,4474,28,4904.28,20-04-2024,0,0
137,3345,143,2605.36,27-06-2025,0,0
138,983,112,2135.35,27-07-2024,0,0
139,3133,195,2900.52,05-10-2025,1,0
140,4443,77,3015.96,09-09-2025,0,1
141,3599,9,3031.93,02-02-2024,0,0
142,2600,66,2658.45,08-07-2025,0,0
143,1345,23,2787.37,16-04-2024,0,0
144,4841,48,1769.33,21-09-2024,0,1
145,2466,161,2269.4,13-08-2024,0,0
146,4929,156,2213.65,01-05-2025,0,0
147,3312,63,2722.73,27-06-2024,0,0
148,3134,136,2874.19,09-08-2024,0,0
149,4829,164,3178.55,04-01-2025,0,1
150,429,123,1853.55,28-09-2025,1,0
151,2299,130,3181.21,15-06-2024,0,0
152,2465,24,2674.56,24-10-2025,0,0
153,2598,150,5027.73,06-07-2025,0,0
154,577,79,439.5,26-10-2024,0,0
155,3263,24,985,15-01-2025,0,0
156,550,197,3251.21,04-02-2024,0,0
157,4863,91,5434.29,10-02-2025,0,1
158,4553,181,5521.1,16-05-2025,0,0
159,1293,85,4177.44,09-11-2024,0,0
160,2292,186,2388.14,27-12-2025,0,0
161,4376,35,2681.61,10-04-2024,0,0
162,804,183,720.6,22-07-2025,0,0
163,3220,154,4961.15,02-08-2024,0,0
164,1133,46,5326.27,29-10-2025,0,0
165,3513,153,1235.25,29-07-2025,0,0
166,2497,139,1259.46,02-03-2024,0,0
167,3004,24,4622.28,03-01-2025,0,0
168,4195,78,3415.54,02-01-2025,0,0
169,1579,152,3686.63,27-07-2025,0,0
170,852,73,2198.67,03-04-2024,0,0
171,1128,130,3956.96,13-04-2025,0,0
172,3265,6,1219.75,26-01-2024,0,0
173,4723,25,5704.29,10-03-2025,0,0
174,4142,81,450.03,30-04-2024,0,0
175,574,3,2133.96,19-02-2024,0,0
176,4722,133,8472.89,05-02-2024,0,0
177,1222,160,8138.56,13-02-2025,0,0
178,3994,48,984.34,15-10-2024,0,0
179,4125,55,3134.77,13-01-2025,0,0
180,4265,164,43.17,09-04-2024,0,0
181,1551,36,2678,19-11-2024,0,0
182,634,125,1162.14,24-11-2024,0,0
183,869,119,5308.86,09-10-2025,0,0
184,4984,125,1555.41,06-12-2025,0,0
185,1361,153,5026.69,08-08-2024,0,0
186,4892,184,2601.42,20-07-2025,0,0
187,3637,156,2034.87,19-04-2024,0,0
188,2346,124,10174.38,28-05-2024,0,0
189,3996,163,1464.28,09-02-2025,0,0
190,1479,141,6521.77,04-11-2025,0,0
191,3545,79,3954.86,29-11-2025,0,0
192,2014,113,183.44,13-02-2025,0,0
193,3149,60,4435.51,08-05-2024,0,0
194,658,27,1515.89,28-04-2025,0,0
195,245,75,2263.95,17-04-2024,0,0
196,3496,6,4928.7,23-01-2025,0,0
197,3765,56,1182.01,28-02-2025,0,0
198,136,155,3041.7,22-03-2025,0,0
199,205,170,7207.65,08-03-2024,0,1
200,884,38,5354.53,06-03-2024,0,0
201,3733,183,6626.1,17-10-2025,0,0
202,4652,19,9321.97,18-07-2025,0,0
203,885,109,1207.15,01-10-2025,0,0
204,983,103,4895.53,18-05-2025,0,0
205,2445,141,876.11,18-05-2025,0,0
206,1221,68,1599.2,16-11-2024,0,0
207,706,6,2305.94,19-12-2025,1,1
208,3902,157,434.55,28-12-2025,0,0
209,2607,94,5894.72,02-08-2025,0,0
210,2274,189,4740.83,22-03-2025,0,0
211,1026,15,2821.08,27-07-2025,0,0
212,3284,140,2746.77,28-07-2024,0,0
213,1992,21,2345.25,04-01-2025,0,0
214,1317,82,3912.39,17-07-2025,0,0
215,3152,25,2871.18,19-09-2025,0,0
216,119,38,2876.04,02-04-2025,0,0
217,4694,69,1347.91,30-07-2025,0,0
218,1855,49,1769.58,03-10-2025,0,0
219,4104,29,1891.47,19-11-2025,0,0
220,1909,190,9407.71,11-06-2024,0,0
221,4086,170,855.7,27-11-2024,0,0
222,427,22,5395.72,25-10-2025,1,0
223,2650,95,4504.11,15-12-2024,0,0
224,2327,48,6316.45,31-10-2025,0,0
225,640,28,1925.52,12-04-2025,0,0
226,1204,151,1093.25,01-03-2025,0,0
227,4701,53,4285.97,22-11-2024,0,0
228,3766,114,1691.75,15-04-2024,0,0
229,2764,127,1025.84,11-09-2024,0,0
230,2266,127,4980.92,23-12-2024,0,0
231,146,16,3089.83,19-03-2025,0,0
232,3131,188,3332.93,22-04-2024,0,0
233,1057,40,292.48,30-01-2024,0,0
234,1458,119,3077.66,07-06-2025,0,0
235,3789,97,917.44,19-11-2025,0,0
236,1608,39,2608.35,15-02-2024,0,0
237,1074,68,174.2,19-06-2024,0,0
238,2370,6,2073.34,09-05-2024,0,0
239,1523,47,4036.61,18-12-2024,0,0
240,3155,139,1972.03,21-07-2024,0,1
241,536,10,927.11,13-08-2024,0,0
242,3080,31,644.92,20-03-2024,0,1
243,761,71,1306.84,05-11-2024,0,0
244,208,142,3368.65,04-02-2024,0,0
245,4911,118,799.35,17-07-2025,0,0
246,4994,187,1712.72,09-06-2024,0,0
247,3264,134,940.34,18-08-2025,0,1
248,1998,58,940.59,10-03-2025,0,1
249,4006,116,7352.56,21-06-2025,0,1
250,1396,111,824.96,12-08-2024,0,0
251,26,18,2798.41,21-03-2025,0,0
252,507,33,1875.15,12-11-2024,1,1
253,861,158,4080.77,27-10-2025,0,0
254,4474,84,4023.59,17-02-2025,0,0
255,3028,107,2022.11,04-04-2024,0,0
256,4161,1,3269.16,12-08-2024,1,1
257,3982,185,781.6,06-07-2025,0,0
258,2851,81,1756.16,06-10-2025,0,0
259,597,187,1777.89,06-03-2024,0,0
260,2020,154,3099.15,31-01-2025,0,0
261,3892,181,1572.14,28-07-2024,0,0
262,4462,146,7132.31,18-04-2025,0,0
263,4595,102,3667.03,26-10-2025,0,0
264,3867,24,3582.13,14-11-2025,0,0
265,169,18,2522.09,24-07-2025,0,0
266,1924,167,2995.72,26-11-2025,0,0
267,4972,164,567.35,04-05-2025,0,0
268,4136,90,2051.14,28-06-2024,0,0
269,3310,160,5061.4,07-06-2025,0,0
270,509,70,5759.54,03-04-2025,0,0
271,4077,91,4081.08,08-03-2024,0,0
272,874,127,7607.12,24-11-2024,0,0
273,3843,72,4984.79,20-07-2024,0,0
274,182,39,281.97,19-04-2025,0,0
275,7,86,4289.36,01-06-2025,0,0
276,4761,37,2529.83,15-01-2024,0,0
277,408,38,3560.3,11-02-2024,0,0
278,1423,199,3605.99,26-06-2025,0,0
279,1615,162,10557.9,23-11-2025,0,0
280,2523,156,6337.66,15-10-2024,0,0
281,826,191,5439.96,16-06-2025,0,0
282,96,30,1603.46,24-11-2025,0,0
283,3104,41,1156.88,26-11-2025,0,0
284,3340,122,1430.08,31-08-2024,0,0
285,2796,8,5125.36,22-10-2025,0,0
286,2441,8,5149.1,03-09-2025,0,0
287,3604,101,2257.41,20-07-2025,0,0
288,399,9,5126.1,28-11-2025,0,0
289,1262,98,2431.58,20-08-2025,0,0
290,729,153,2863.07,22-06-2024,0,0
291,1657,137,2329.58,17-06-2025,0,0
292,808,64,2763.13,23-05-2025,0,0
293,3846,3,5964.8,31-08-2024,0,1
294,767,102,2468.35,29-02-2024,0,0
295,4010,27,9825.61,13-04-2024,0,0
296,2235,126,3641.3,12-10-2025,0,0
297,2248,74,13467.63,29-10-2024,0,0
298,382,66,3067.74,01-11-2025,0,0
299,295,117,2473.78,17-03-2024,0,0
300,55,82,2488.18,18-01-2024,0,0
301,643,59,1607.49,17-06-2025,0,0
302,80,168,3813.9,02-07-2024,0,0
303,640,24,3235.21,18-10-2025,0,0
304,1513,151,3704.06,03-07-2025,0,0
305,3803,169,2330.43,07-10-2024,0,0
306,2344,53,2091.22,14-10-2024,0,0
307,4044,49,4986.39,16-10-2025,0,0
308,3907,194,887.78,08-06-2025,0,0
309,4835,61,2738.22,28-11-2025,0,0
310,4269,64,2069.91,18-04-2025,0,0
311,899,162,5998.66,23-09-2024,0,0
312,3325,27,4916.44,31-08-2025,0,0
313,3999,64,1329.15,22-12-2024,0,0
314,4632,111,841.17,01-01-2024,0,0
315,1513,60,4187.41,27-01-2024,0,0
316,1821,35,4523.56,01-07-2025,0,0
317,2816,53,5323.34,08-06-2024,1,0
318,2487,200,1394.13,02-02-2025,0,0
319,1313,122,1511.57,26-06-2025,0,0
320,2022,124,5477.37,06-05-2024,0,0
321,3251,71,4503.96,28-07-2024,0,0
322,4193,186,1605.4,29-05-2024,0,0
323,4810,141,675.84,31-01-2024,0,0
324,30,115,620.77,03-09-2025,0,0
325,994,77,3246.47,28-10-2024,0,0
326,1287,53,2453.08,13-11-2025,0,0
327,864,17,7122.99,13-09-2024,0,1
328,3804,185,5681.35,26-02-2024,0,0
329,4949,60,2928.2,09-01-2024,1,0
330,2579,143,3520.85,05-01-2024,0,0
331,1058,78,4540.99,23-04-2024,0,0
332,2288,119,696.37,15-11-2025,0,0
333,596,147,142.34,23-07-2024,0,0
334,1941,163,2395.23,24-01-2024,0,0
335,2362,146,2625.08,07-05-2025,0,0
336,3221,17,1736.66,12-11-2025,1,1
337,1819,84,1287.97,09-02-2025,0,0
338,1002,153,2451.85,12-04-2024,0,0
339,157,37,4311.56,29-02-2024,0,0
340,2953,151,2251.04,26-03-2024,0,0
341,3304,151,372.02,07-11-2025,0,0
342,1231,46,4229.76,06-01-2025,0,0
343,1190,135,4234.79,09-11-2025,0,0
344,1950,87,2634.18,18-08-2025,0,0
345,4601,62,2080.13,20-07-2024,0,0
346,544,151,1539.99,24-08-2025,0,0
347,1576,91,3701.82,29-03-2024,0,0
348,1100,149,2952.72,12-03-2025,0,0
349,4744,58,675.53,29-04-2024,0,0
350,292,178,1784.39,04-06-2024,0,0
351,1434,156,6968.36,02-02-2025,0,0
352,613,101,2500.26,30-11-2025,0,0
353,2641,66,4305.86,06-07-2024,0,0
354,2695,93,1354.9,21-02-2024,0,0
355,731,114,4656.43,13-10-2025,0,0
356,218,9,1885.99,14-06-2025,0,0
357,1486,35,1493.79,24-04-2025,0,0
358,3849,111,505.38,09-08-2025,0,0
359,1771,61,2472.59,17-08-2024,0,0
360,246,68,7525.83,25-04-2025,0,0
361,4990,126,958.12,09-05-2024,0,1
362,404,23,5211.84,24-02-2024,0,0
363,3761,134,5808.63,27-09-2024,0,1
364,4599,100,2529.05,09-04-2024,0,0
365,4480,197,2586.09,09-03-2024,0,0
366,2081,140,642.76,25-10-2024,0,1
367,4498,59,1385.28,12-06-2025,0,0
368,1449,65,2513.71,19-12-2024,0,0
369,2705,167,5162.3,19-09-2025,0,0
370,3960,41,1985.88,31-05-2024,0,0
371,269,3,1869.65,25-11-2024,0,0
372,1777,126,2474.12,25-04-2024,0,0
373,113,42,2222.21,25-06-2025,0,0
374,3913,171,12951.75,18-11-2024,0,0
375,1345,120,2536.29,16-07-2025,0,1
376,3112,194,1538.65,25-07-2025,0,0
377,4461,96,2270.32,16-08-2024,0,0
378,206,29,5991.29,25-12-2024,0,0
379,1910,175,770.29,05-01-2024,0,0
380,981,154,4501.58,28-01-2024,0,0
381,1259,143,3248.21,29-12-2024,0,0
382,4203,45,2553.59,06-04-2025,0,0
383,2645,61,3723.31,18-08-2024,0,0
384,1760,148,4749.6,29-01-2025,0,0
385,3486,49,4796.32,12-12-2025,0,1
386,40,27,2021.92,27-09-2024,0,0
387,3677,193,2200.15,30-10-2024,0,0
388,3969,9,626.87,17-01-2025,0,1
389,3546,124,1703.01,11-07-2025,0,0
390,3937,186,342.13,28-01-2024,0,0
391,3060,51,477.14,02-06-2025,1,0
392,2354,166,1540.26,17-07-2024,0,0
393,1770,84,503.05,28-08-2025,0,0
394,2091,121,1082.86,22-03-2024,0,1
395,1008,147,3604.41,28-03-2024,0,0
396,4028,172,3796.39,24-01-2025,0,0
397,3989,11,4242.68,28-11-2025,1,0
398,2625,126,2271.47,02-08-2025,0,0
399,1618,78,3581.2,26-03-2025,0,0
400,149,76,662.92,08-03-2025,0,0
401,2119,173,5568.06,08-01-2025,0,0
402,2369,135,1662.33,10-03-2025,1,0
403,3863,131,6379.72,05-07-2024,0,0
404,2492,103,5126.79,24-01-2025,0,0
405,1922,62,1314.18,05-08-2024,0,0
406,2815,1,3604.75,17-04-2024,0,0
407,1808,15,1843.79,03-07-2025,1,0
408,458,172,902.13,14-12-2024,0,0
409,1876,11,2343.06,05-06-2025,0,0
410,688,129,2237.88,26-01-2024,0,0
411,4889,3,1288.78,17-02-2024,0,0
412,1220,150,219.13,04-01-2025,0,0
413,4188,171,882.02,14-01-2024,0,0
414,2287,134,8942.64,03-09-2025,0,0
415,1095,22,1923.17,05-07-2024,0,0
416,3547,109,1498.74,07-06-2025,0,0
417,3619,50,3041.96,05-10-2024,0,0
418,2967,28,2256.98,06-12-2024,0,0
419,4752,78,2726.03,23-11-2024,0,0
420,4404,122,4388,09-11-2025,0,0
421,2715,29,1176.92,25-09-2025,0,0
422,3774,133,1752.96,29-08-2025,0,0
423,774,108,1204.25,25-01-2024,0,0
424,1127,163,3221.07,12-06-2025,0,0
425,4376,139,1586.89,01-03-2025,0,0
426,2803,1,1449.86,29-01-2024,0,0
427,2647,112,2933.29,18-11-2024,0,0
428,2759,7,6019.33,08-11-2024,0,0
429,4701,131,3462.52,06-08-2025,0,0
430,1205,31,3227.78,26-09-2024,0,0
431,2083,131,4886.34,21-10-2024,0,0
432,1530,17,2942.78,17-10-2025,0,0
433,610,18,1268.51,10-08-2024,0,0
434,3731,79,2187.76,15-03-2024,0,0
435,4574,119,575.49,11-04-2024,0,0
436,1747,117,1599.7,15-06-2025,0,0
437,466,99,3322.59,20-09-2025,0,0
438,2433,80,6123.27,16-11-2025,0,0
439,3194,105,1542.59,21-06-2024,0,0
440,1333,94,6609.73,04-01-2024,0,0
441,1150,99,4156.9,23-04-2025,0,0
442,3577,145,3066.49,21-10-2025,0,0
443,3776,79,1554.19,29-01-2025,0,0
444,1960,170,3825.72,17-09-2025,0,0
445,3127,27,3532.83,15-06-2024,0,0
446,2422,193,1394.05,26-10-2024,0,0
447,3595,30,1939.68,27-04-2024,1,1
448,240,158,6296.54,26-05-2025,0,0
449,820,69,1449.55,03-09-2025,0,0
450,3296,193,1088.01,23-06-2024,1,0
451,2586,4,2338.36,07-06-2024,0,0
452,4951,139,2700.8,18-01-2025,0,0
453,48,186,1462.78,14-08-2024,0,0
454,813,141,2014.12,07-02-2024,0,0
455,4583,10,2973.7,07-04-2025,0,0
456,3008,108,1762.54,06-03-2025,0,0
457,1614,18,499.58,10-12-2025,0,0
458,4984,87,1399.84,09-10-2025,0,1
459,1483,105,2472.14,13-04-2024,0,0
460,35,170,1731,11-07-2024,0,0
461,1600,107,2174.46,06-09-2024,0,1
462,2913,99,1982.98,13-01-2024,0,0
463,1545,172,2521.82,20-07-2025,0,0
464,3769,62,2206.68,19-08-2025,0,0
465,4641,91,740.66,12-09-2025,0,0
466,905,79,1267.24,08-07-2025,0,0
467,1590,152,799.51,22-01-2025,0,0
468,3341,30,2555.6,11-03-2024,0,0
469,152,193,9091.77,24-07-2025,0,0
470,60,41,2130.06,13-03-2025,0,1
471,2327,67,5734.9,13-02-2024,0,1
472,3739,24,2509.91,28-09-2024,0,1
473,3692,32,1812.32,14-01-2024,0,0
474,4413,191,3316.02,05-01-2025,0,1
475,3372,132,978.59,21-04-2024,0,0
476,2970,1,3751.78,13-01-2025,0,0
477,2008,21,3805.52,09-11-2024,0,0
478,1136,136,6588.83,18-02-2025,0,0
479,4037,46,10688.9,29-04-2025,0,0
480,2968,140,516.95,17-06-2024,0,0
481,4041,129,1673.54,02-09-2024,0,0
482,2555,150,7453.3,22-09-2024,0,0
483,3069,156,4303.84,30-08-2024,0,0
484,3807,200,637.62,31-10-2025,0,0
485,1717,64,2233.6,26-10-2024,0,0
486,1488,168,1925.89,22-11-2024,0,1
487,739,101,2423.19,13-06-2025,0,0
488,4815,55,6940.39,17-08-2025,0,0
489,4322,87,3406.17,07-12-2024,0,1
490,2441,60,4208.88,09-11-2025,0,0
491,829,108,5663.79,07-07-2025,0,1
492,88,41,3779.01,05-09-2024,0,0
493,2147,59,4131.25,14-01-2025,0,0
494,3606,196,1862.84,15-06-2025,0,0
495,2534,164,3975.44,15-01-2025,0,1
496,3143,33,2896.53,11-02-2024,0,1
497,2476,109,2389.01,10-12-2024,0,0
498,316,45,4202.74,21-08-2025,0,0
499,477,121,2799.21,17-09-2024,0,0
500,551,75,1510.78,01-11-2024,0,0
501,2473,50,1973,27-08-2024,0,0
502,4483,47,1584.48,09-11-2025,0,0
503,965,119,402.89,08-11-2024,1,0
504,2187,172,6440.87,16-03-2025,0,0
505,4228,196,2959.34,12-05-2024,0,0
506,4513,88,5520.63,19-12-2025,0,0
507,557,33,261.96,20-02-2024,0,0
508,3476,76,2948.56,09-09-2025,0,0
509,1331,21,622.92,26-01-2025,0,0
510,3911,174,3669.99,26-11-2025,0,0
511,1444,159,761.66,13-12-2025,0,0
512,4274,62,2998.95,06-06-2025,0,0
513,2379,122,1235.75,22-05-2025,0,0
514,3576,16,4594.6,23-10-2025,0,0
515,2736,12,3863.8,19-12-2024,0,0
516,3613,54,4182.45,29-01-2025,0,1
517,3370,112,4370.3,05-04-2024,0,1
518,3682,137,1610.06,15-04-2024,0,0
519,3259,35,3710.07,16-10-2025,0,0
520,951,181,4100.01,08-11-2025,0,0
521,2936,171,1199.98,27-05-2025,0,1
522,3914,70,1619.25,11-07-2025,0,0
523,2499,56,5489.15,29-08-2024,1,0
524,1760,192,7211.4,02-05-2025,0,0
525,4716,156,4518.69,29-05-2025,0,0
526,4988,29,2045.39,15-10-2025,0,0
527,2162,86,2028.79,01-03-2024,0,0
528,2688,122,6839.51,19-02-2025,0,0
529,2699,186,10569.16,20-10-2024,0,0
530,3608,152,8954.37,28-10-2024,0,0
531,922,148,712.15,18-06-2024,0,0
532,4643,155,10860.07,07-10-2025,0,0
533,4072,147,2039.65,10-02-2024,0,0
534,3717,90,3091.77,18-08-2024,0,0
535,1935,38,1914.51,12-02-2025,0,0
536,618,60,3252.31,12-10-2025,0,0
537,2830,131,353.68,13-09-2025,0,0
538,2469,151,2766.86,23-10-2024,0,0
539,1810,109,1515.93,30-03-2025,0,0
540,972,59,2783.18,26-02-2024,0,0
541,1987,91,1570.41,26-09-2025,0,0
542,1640,74,502.25,27-08-2024,0,1
543,174,24,9636.25,20-08-2025,0,0
544,580,184,2029.62,24-06-2024,0,0
545,3574,180,4189.71,03-03-2024,0,0
546,474,41,1387.8,04-07-2025,0,0
547,3902,194,656.09,17-05-2024,0,0
548,2327,98,504.42,29-03-2025,0,1
549,216,150,5208.16,24-03-2025,0,0
550,4606,113,4184.36,13-08-2024,1,0
551,4691,114,5041.98,18-03-2025,0,0
552,3123,194,4895.04,24-07-2024,0,0
553,769,28,1660.16,06-11-2025,0,1
554,1101,106,560.88,27-01-2024,0,0
555,4525,38,785.8,01-04-2025,0,0
556,1113,104,6061.63,25-11-2025,0,0
557,4858,67,843.83,10-12-2025,0,0
558,2078,186,2311.27,16-04-2024,0,0
559,1760,165,3626.38,19-03-2025,0,0
560,517,130,504.47,01-12-2025,0,0
561,3473,185,1078.08,05-02-2024,0,0
562,4144,79,4499.13,19-08-2025,0,0
563,1740,97,1924.32,03-06-2024,0,0
564,2329,45,2160.31,17-06-2024,0,1
565,275,53,6187.43,28-09-2024,0,0
566,1083,77,4124.19,30-06-2025,0,0
567,2229,7,1858.11,23-02-2025,0,0
568,4567,120,2974.55,02-07-2024,0,0
569,679,167,3811.89,02-09-2025,0,0
570,895,68,5163.97,24-08-2024,0,0
571,3845,63,4555.96,23-05-2025,0,0
572,1448,174,2167.43,16-03-2025,0,0
573,100,2,666.1,01-05-2024,0,0
574,3974,143,1939.91,20-02-2025,0,0
575,3908,5,2737.31,18-06-2025,0,0
576,4632,3,1515.23,09-01-2025,0,0
577,32,144,4204.25,28-07-2025,0,1
578,1581,49,5081.1,21-11-2024,0,0
579,2467,90,890.03,24-04-2025,0,0
580,3510,134,2865.62,29-05-2024,0,0
581,4840,35,1389.39,07-12-2025,0,0
582,1002,166,871,14-08-2025,0,0
583,3202,86,4146.91,04-05-2025,0,0
584,4833,64,4173.73,01-06-2024,0,0
585,3018,160,3641.47,17-01-2024,0,0
586,1837,1,1484.72,04-07-2025,0,0
587,673,125,7598.63,13-12-2024,0,0
588,1956,48,1155.38,03-04-2025,0,0
589,4677,23,3278.24,20-07-2024,0,0
590,4304,18,1690.1,26-02-2025,0,1
591,3316,145,1535.44,06-10-2024,0,0
592,3961,31,3359.99,25-02-2025,0,0
593,4075,182,6303.94,22-08-2025,0,0
594,1585,60,883.78,09-04-2025,0,0
595,26,66,2615.44,20-12-2024,0,0
596,4607,73,918.36,04-08-2025,0,0
597,2021,86,5305.53,12-01-2025,0,0
598,211,106,2748,03-05-2024,0,0
599,3179,18,950.71,20-03-2024,0,0
600,855,123,789.02,10-07-2025,0,0
601,834,18,517.56,20-08-2024,0,0
602,317,83,1040.71,24-04-2025,0,0
603,4418,109,3180.19,02-06-2024,0,0
604,4320,102,5908.93,22-11-2025,0,0
605,2667,191,2934.26,12-02-2025,0,0
606,1086,31,834.6,31-01-2024,0,0
607,3864,29,2172.78,19-08-2025,0,0
608,3053,88,451.62,10-07-2025,0,0
609,4961,97,2520.59,17-05-2025,0,0
610,4027,114,7018.01,05-01-2025,0,0
611,589,80,3331.76,18-11-2024,0,0
612,678,179,2268.92,27-11-2024,0,0
613,1850,32,6403.61,30-08-2024,0,0
614,4766,21,914.35,05-07-2025,0,0
615,1310,158,3987.71,05-03-2025,0,0
616,1591,7,9404.36,30-06-2024,0,0
