customer_id,age,city,segment,join_date
335,45,Dubai,Regular,18-09-2023
336,64,Mumbai,Regular,11-09-2022
337,25,Dubai,Premium,04-07-2022
338,51,Hyderabad,Premium,08-10-2022
339,52,Pune,Regular,29-05-2024
340,49,Singapore,Regular,17-05-2022
341,41,Kolkata,Premium,02-03-2024
342,31,London,Regular,26-04-2023
343,49,Pune,Regular,22-02-2021
344,63,Hyderabad,Regular,26-03-2022
345,60,Kolkata,Student,03-03-2021
346,33,Mumbai,Student,13-11-2023
347,21,Singapore,Regular,13-02-2021
348,54,Hyderabad,Premium,31-03-2023
349,38,Delhi,Regular,21-10-2022
350,31,Chennai,Regular,29-12-2022
351,48,Kolkata,Premium,02-05-2023
352,35,Hyderabad,Regular,16-02-2021
353,24,Pune,Student,31-03-2023
354,27,Delhi,Student,14-11-2023
355,24,Bangalore,Premium,30-03-2021
356,50,Kolkata,Regular,12-04-2024
357,40,Singapore,Regular,17-02-2024
358,38,Delhi,Premium,05-01-2023
359,36,Pune,Regular,27-06-2021
360,36,Hyderabad,Regular,16-10-2023
361,53,Dubai,Regular,27-09-2024
362,46,Mumbai,Premium,19-12-2023
363,35,Singapore,Regular,20-06-2023
364,19,Dubai,Student,14-03-2022
365,18,Singapore,Regular,22-12-2024
366,64,Chennai,Regular,02-03-2022
367,22,Singapore,Regular,26-08-2023
368,37,Delhi,Premium,05-11-2024
369,28,Chennai,Regular,01-05-2022
370,59,Mumbai,Regular,23-04-2024
371,19,Delhi,Student,05-04-2022
372,20,New York,Premium,10-07-2023
373,40,Pune,Regular,31-01-2024
374,29,Delhi,Regular,05-11-2023
375,37,Pune,Student,18-01-2023
376,22,Dubai,Premium,20-02-2021
377,54,London,Premium,05-11-2021
378,55,Kolkata,Premium,24-11-2023
379,47,London,Regular,02-10-2023
380,26,Hyderabad,Premium,27-09-2022
381,51,Kolkata,Premium,24-07-2021
382,61,Singapore,Premium,10-01-2023
383,52,Kolkata,Regular,30-12-2023
384,39,Bangalore,Premium,07-06-2024
385,61,Kolkata,Regular,17-06-2022
386,41,Mumbai,Premium,18-04-2021
387,34,London,Regular,26-05-2023
388,27,Dubai,Regular,18-06-2024
389,47,Pune,Regular,08-09-2021
390,63,Hyderabad,Student,15-05-2021
391,40,Kolkata,Student,19-01-2024
392,49,Hyderabad,Regular,20-11-2022
393,34,Dubai,Regular,14-08-2024
394,34,Hyderabad,Regular,11-02-2022
395,31,Singapore,Student,24-08-2024
396,26,Dubai,Regular,12-04-2021
397,57,Singapore,Regular,16-10-2024
398,19,Kolkata,Regular,24-11-2022
399,62,Dubai,Student,09-08-2024
400,42,Kolkata,Premium,15-03-2024
401,56,Singapore,Premium,08-02-2022
402,26,Bangalore,Regular,25-03-2023
403,39,Bangalore,Premium,23-10-2023
404,60,Dubai,Regular,17-02-2024
405,63,Bangalore,Premium,05-05-2023
406,21,Pune,Regular,29-04-2024
407,43,Pune,Student,24-10-2023
408,46,Bangalore,Regular,31-07-2023
409,62,Bangalore,Regular,18-10-2023
410,51,New York,Premium,26-06-2021
411,40,New York,Premium,04-07-2024
412,54,Kolkata,Regular,23-05-2023
413,28,Dubai,Regular,22-04-2022
414,23,Chennai,Regular,02-02-2022
415,35,Chennai,Student,08-08-2021
416,38,Bangalore,Student,22-06-2021
417,59,Hyderabad,Student,06-01-2023
418,53,Bangalore,Regular,14-11-2024
419,58,New York,Premium,17-05-2022
420,55,Kolkata,Regular,31-01-2023
421,51,Bangalore,Regular,07-07-2024
422,34,London,Premium,11-05-2021
423,54,Hyderabad,Regular,11-02-2024
424,42,London,Premium,09-03-2023
425,55,Kolkata,Regular,10-03-2023
426,29,Kolkata,Regular,19-07-2023
427,40,Pune,Regular,24-12-2022
428,59,Delhi,Regular,10-11-2023
429,39,London,Regular,03-08-2021
430,38,Pune,Regular,26-08-2024
431,44,New York,Regular,28-06-2024
432,48,Mumbai,Student,03-05-2022
433,23,Hyderabad,Regular,06-11-2024
434,44,Mumbai,Student,03-12-2024
435,57,Dubai,Premium,18-07-2024
436,51,Singapore,Regular,01-12-2024
437,29,New York,Premium,02-05-2024
438,62,New York,Premium,09-11-2021
439,24,Mumbai,Regular,20-03-2021
440,27,London,Premium,29-06-2021
441,62,Delhi,Regular,01-10-2023
442,34,London,Regular,06-11-2022
443,43,Mumbai,Regular,14-01-2021
444,38,Dubai,Regular,09-05-2023
445,45,London,Regular,03-09-2021
446,63,Chennai,Premium,04-11-2023
447,19,London,Regular,09-04-2021
448,60,Kolkata,Regular,02-02-2021
449,18,Singapore,Regular,30-12-2024
450,53,Pune,Regular,14-09-2021
451,43,Hyderabad,Student,03-02-2021
452,46,Singapore,Regular,19-01-2021
453,38,London,Regular,07-07-2024
454,28,Delhi,Premium,12-08-2022
455,57,Singapore,Regular,10-12-2024
456,28,Delhi,Regular,17-05-2021
457,53,Singapore,Premium,25-12-2021
458,56,London,Regular,24-01-2023
459,57,Bangalore,Regular,14-02-2024
460,52,New York,Regular,08-02-2022
461,51,Singapore,Premium,10-05-2024
462,64,London,Regular,31-10-2024
463,41,New York,Premium,07-09-2021
464,39,Chennai,Student,22-03-2022
465,22,Mumbai,Premium,12-08-2023
466,50,Chennai,Regular,05-10-2021
467,53,London,Regular,22-04-2021
468,64,Delhi,Student,16-01-2023
469,37,Bangalore,Premium,19-11-2022
470,36,Dubai,Regular,27-01-2022
471,52,New York,Regular,27-08-2023
472,60,Pune,Regular,23-05-2021
473,34,New York,Regular,22-11-2023
474,62,Kolkata,Regular,30-06-2021
475,60,Hyderabad,Student,02-08-2022
476,51,London,Premium,09-03-2023
477,26,Chennai,Premium,26-09-2021
478,43,Pune,Regular,13-06-2024
479,19,Delhi,Premium,24-07-2024
480,26,Delhi,Student,07-07-2022
481,26,Delhi,Regular,25-09-2022
482,57,Dubai,Regular,02-10-2021
483,34,Kolkata,Premium,13-01-2023
484,18,Delhi,Premium,27-03-2021
485,42,Delhi,Regular,23-12-2023
486,60,London,Student,08-02-2022
487,57,Kolkata,Student,11-07-2021
488,59,Singapore,Premium,09-08-2024
489,42,Bangalore,Premium,21-11-2023
490,56,Bangalore,Premium,15-09-2024
491,52,Kolkata,Student,17-04-2021
492,20,Hyderabad,Premium,14-09-2022
493,54,Dubai,Premium,03-10-2021
494,61,Pune,Premium,13-10-2022
495,61,New York,Regular,10-07-2022
496,47,London,Student,11-01-2024
497,55,Mumbai,Regular,24-12-2023
498,51,Bangalore,Premium,21-07-2022
499,29,Singapore,Regular,09-08-2022
500,36,Kolkata,Regular,04-06-2023
501,54,Pune,Premium,09-05-2021
502,61,Kolkata,Premium,13-09-2021
503,34,New York,Regular,23-07-2023
504,27,Pune,Premium,19-08-2021
505,64,Bangalore,Premium,06-03-2024
506,29,Delhi,Regular,13-05-2023
507,33,Kolkata,Regular,21-12-2021
508,41,Singapore,Regular,26-05-2021
509,36,Mumbai,Regular,23-11-2023
510,25,Bangalore,Regular,17-09-2021
511,48,Singapore,Regular,28-03-2021
512,38,Chennai,Premium,23-04-2023
513,34,Mumbai,Student,22-09-2021
514,40,Hyderabad,Premium,27-01-2022
515,54,Dubai,Regular,20-08-2021
516,33,Bangalore,Regular,20-06-2023
517,23,Delhi,Regular,11-08-2022
518,25,Bangalore,Student,23-03-2022
519,42,New York,Regular,27-02-2024
520,35,Pune,Student,18-07-2024
521,42,Kolkata,Regular,18-01-2024
522,29,Pune,Student,11-04-2022
523,32,Pune,Student,23-07-2023
524,43,Bangalore,Student,08-04-2024
525,58,New York,Regular,08-05-2021
526,62,Kolkata,Regular,12-04-2024
527,43,Kolkata,Premium,16-11-2023
528,64,Pune,Regular,27-07-2022
529,49,Hyderabad,Student,26-05-2022
530,27,Dubai,Regular,03-05-2022
531,33,New York,Student,10-06-2023
532,24,Hyderabad,Regular,02-08-2022
533,34,London,Premium,08-08-2023
534,40,London,Premium,10-02-2022
535,43,Mumbai,Regular,16-11-2023
536,38,Pune,Premium,12-01-2024
537,39,Kolkata,Regular,30-12-2021
538,24,Bangalore,Student,22-10-2024
539,31,Kolkata,Regular,20-12-2023
540,32,Singapore,Regular,05-07-2022
541,24,Singapore,Premium,19-10-2021
542,26,Kolkata,Regular,28-02-2023
543,25,Singapore,Regular,27-03-2023
544,40,Delhi,Regular,10-07-2021
545,46,Kolkata,Premium,06-04-2022
546,35,Mumbai,Regular,26-10-2022
547,48,Hyderabad,Premium,21-08-2021
548,47,London,Student,19-04-2022
549,56,Kolkata,Premium,29-11-2024
550,52,Kolkata,Premium,20-10-2022
551,35,Singapore,Premium,28-09-2021
552,59,Delhi,Regular,03-03-2024
553,56,New York,Regular,20-06-2021
554,34,Bangalore,Regular,09-12-2024
555,31,New York,Regular,28-01-2021
556,48,Bangalore,Regular,16-05-2021
557,41,Dubai,Regular,14-07-2023
558,52,Kolkata,Regular,09-02-2022
559,61,Delhi,Premium,04-09-2023
560,62,Chennai,Regular,07-06-2023
561,51,Singapore,Regular,18-06-2024
562,20,Pune,Regular,06-05-2023
563,54,Singapore,Regular,20-03-2022
564,60,London,Premium,10-03-2022
565,57,Hyderabad,Premium,05-06-2024
566,43,London,Student,24-05-2022
567,40,Hyderabad,Premium,19-08-2024
568,61,Dubai,Premium,03-02-2021
569,56,New York,Premium,23-10-2023
570,32,Mumbai,Regular,28-12-2021
571,21,Kolkata,Premium,03-05-2024
572,46,Chennai,Regular,29-08-2022
573,39,Hyderabad,Regular,24-08-2024
574,42,Pune,Student,17-12-2022
575,30,Hyderabad,Premium,07-09-2021
576,35,Mumbai,Regular,27-05-2021
577,50,London,Regular,01-10-2024
578,33,Delhi,Regular,14-12-2021
579,62,London,Regular,01-07-2024
580,59,Dubai,Regular,03-02-2022
581,61,Delhi,Premium,19-09-2024
582,19,London,Regular,14-04-2024
583,52,Pune,Regular,05-05-2021
584,59,Singapore,Premium,02-02-2023
585,51,London,Student,02-02-2022
586,47,Pune,Regular,11-05-2021
587,30,Pune,Premium,28-08-2022
588,30,Singapore,Premium,11-06-2023
589,35,Delhi,Premium,02-04-2023
590,49,New York,Regular,21-06-2023
591,49,Bangalore,Premium,03-08-2023
592,52,Kolkata,Premium,01-12-2024
593,56,Hyderabad,Premium,02-01-2023
594,63,Bangalore,Regular,30-11-2021
595,46,Mumbai,Regular,10-11-2023
596,46,New York,Regular,24-07-2021
597,61,Bangalore,Premium,14-08-2023
598,33,Delhi,Student,21-12-2021
599,61,Mumbai,Regular,11-04-2024
600,64,Chennai,Student,27-04-2024
601,27,New York,Regular,04-04-2023
602,47,Bangalore,Regular,23-10-2023
603,42,Mumbai,Regular,30-07-2023
604,56,Chennai,Premium,17-06-2021
605,37,London,Regular,03-01-2022
606,22,Mumbai,Regular,20-06-2022
607,18,Singapore,Regular,21-08-2023
608,47,Delhi,Student,03-08-2022
609,20,London,Regular,25-10-2024
610,62,Delhi,Premium,08-08-2023
611,31,Bangalore,Premium,26-07-2021
612,47,Kolkata,Regular,09-12-2023
613,21,Bangalore,Regular,28-06-2022
614,35,London,Premium,09-05-2021
615,54,Pune,Premium,06-09-2022
616,42,Bangalore,Regular,04-02-2021
617,18,London,Regular,30-03-2023
618,63,Mumbai,Student,18-07-2021
619,32,Dubai,Regular,18-03-2021
620,26,Bangalore,Regular,04-01-2022
621,32,Mumbai,Regular,13-04-2023
622,41,Delhi,Student,10-06-2022
623,21,New York,Regular,15-12-2021
624,29,Kolkata,Student,21-05-2022
625,54,Delhi,Student,05-10-2022
626,54,Delhi,Student,26-08-2021
627,60,London,Regular,27-07-2024
628,23,Pune,Premium,26-12-2024
629,56,Hyderabad,Premium,18-05-2021
630,63,Dubai,Premium,16-07-2024
631,41,Pune,Premium,09-05-2024
632,28,London,Premium,11-03-2024
633,30,Singapore,Regular,04-09-2022
634,51,Kolkata,Regular,11-11-2022
635,42,Dubai,Regular,19-04-2023
636,24,Dubai,Premium,27-07-2023
637,21,London,Regular,21-12-2021
638,25,Chennai,Regular,01-08-2022
639,37,Delhi,Regular,27-04-2023
640,46,New York,Student,14-09-2024
641,62,Chennai,Premium,13-07-2022
642,63,London,Premium,29-04-2023
643,27,Chennai,Regular,08-06-2024
644,60,New York,Premium,24-08-2024
645,51,London,Regular,15-03-2024
646,43,London,Regular,21-03-2024
647,58,Dubai,Premium,20-05-2021
648,20,Chennai,Premium,25-10-2022
649,23,Mumbai,Regular,21-01-2021
650,22,Bangalore,Regular,01-07-2024
651,22,London,Regular,05-03-2021
652,64,Chennai,Premium,26-05-2024
653,40,Hyderabad,Premium,01-01-2024
654,26,Kolkata,Premium,17-09-2023
655,52,Hyderabad,Premium,11-06-2021
656,37,Chennai,Student,10-05-2021
657,59,Delhi,Premium,04-08-2022
658,52,Delhi,Regular,13-08-2021
659,35,Chennai,Student,03-08-2022
660,34,Dubai,Premium,10-09-2023
661,41,Dubai,Regular,02-10-2023
662,20,London,Student,08-11-2024
663,49,New York,Regular,17-04-2021
664,52,Bangalore,Regular,13-09-2022
665,55,London,Regular,20-04-2023
666,30,Hyderabad,Regular,01-02-2024
667,64,Singapore,Regular,10-03-2024
668,42,Bangalore,Student,31-07-2022
669,26,Hyderabad,Regular,03-03-2024
670,21,Dubai,Regular,18-07-2021
671,31,Chennai,Student,25-05-2022
672,54,New York,Regular,29-10-2022
673,51,Hyderabad,Regular,20-03-2021
674,28,Dubai,Premium,13-06-2023
675,58,New York,Regular,27-05-2022
676,20,London,Regular,07-09-2021
677,45,Chennai,Regular,08-06-2023
678,46,Kolkata,Student,21-10-2023
679,26,Delhi,Student,22-08-2022
680,20,Pune,Regular,23-01-2023
681,42,New York,Premium,23-08-2022
682,51,Kolkata,Regular,02-09-2023
683,29,Kolkata,Regular,28-04-2022
684,59,New York,Regular,16-04-2023
685,26,Kolkata,Regular,21-06-2021
686,32,Hyderabad,Regular,19-05-2023
687,57,Kolkata,Premium,17-01-2021
688,42,Dubai,Premium,10-08-2024
689,22,Bangalore,Regular,29-01-2022
690,28,Hyderabad,Premium,27-05-2024
691,51,Kolkata,Regular,22-08-2021
692,41,London,Regular,14-11-2024
693,32,Delhi,Regular,05-09-2021
694,55,Chennai,Premium,21-02-2021
695,25,Kolkata,Regular,15-01-2021
696,22,Mumbai,Regular,09-09-2024
697,43,Delhi,Regular,17-03-2022
698,35,London,Regular,10-02-2024
699,23,Dubai,Premium,27-11-2022
700,54,Kolkata,Regular,07-01-2021
701,30,Dubai,Student,06-04-2023
702,45,Kolkata,Regular,22-06-2024
703,22,Pune,Student,20-10-2024
704,30,Bangalore,Regular,22-10-2024
705,34,Dubai,Premium,03-08-2024
706,57,Bangalore,Premium,04-02-2024
707,62,Delhi,Regular,03-11-2023
708,49,Singapore,Regular,15-03-2024
709,46,Pune,Premium,23-04-2022
